id,text,doc_id,paper_title,paper_structure,year,prev_text,prev_section,next_text,next_section,label,Comments
9869,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
1. Introduction -- 4/5
==========================================================================================
Recently, it was shown that incorporating vector norms should be an indispensable part of any attention-based analysis 1 (Kobayashi et al., 2020,   ⋆ Equal contribution.",3170935,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"However, there have been debates on whether raw attention weights are reliable anchors for explaining model's behavior or not (Wiegreffe and Pinter, 2019;Serrano and Smith, 2019;Jain and Wallace, 2019).",Introduction,"We also have shown the unreliability of weights due to norm disparities in probing studies (Fayyaz et al., 2021).",Introduction,background-AIC#error#rw,
9870,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
1. Introduction -- 5/5
==========================================================================================
We also have shown the unreliability of weights due to norm disparities in probing studies (Fayyaz et al., 2021).",3170936,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"Recently, it was shown that incorporating vector norms should be an indispensable part of any attention-based analysis 1 (Kobayashi et al., 2020,   ⋆ Equal contribution.",Introduction,"However, these norm-based studies incorporate only the attention block into their analysis, whereas Transformer encoder layer is composed of more components. ",2021,background-AIC#rw,
9871,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 1/98
==========================================================================================
In this section, we introduce the datasets and the token attribution analysis methods used in our evaluations, followed by the experimental setup and results.",3170937,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"In what follows we report our experiments, comparing GlobEnc with several other settings.",Methodology,All analysis methods are evaluated on three different classification tasks.,Datasets,,
9872,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 2/98
==========================================================================================
0. Datasets -- 1/2
------------------------------------------------------------------------------------------
All analysis methods are evaluated on three different classification tasks.",3170938,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"In this section, we introduce the datasets and the token attribution analysis methods used in our evaluations, followed by the experimental setup and results.",Experiments,"To cover sentiment detection tasks we use SST2 (Socher et al., 2013), MNLI (Williams et al., 2018) for Natural Language Inference and Hatexplain (Mathew et al., 2021) in hate speech detection.",Datasets,,
9873,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 3/98
==========================================================================================
0. Datasets -- 2/2
------------------------------------------------------------------------------------------
To cover sentiment detection tasks we use SST2 (Socher et al., 2013), MNLI (Williams et al., 2018) for Natural Language Inference and Hatexplain (Mathew et al., 2021) in hate speech detection.",3170939,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,All analysis methods are evaluated on three different classification tasks.,Datasets,We use two categories of explainability approaches in our work: Weight-based and Norm-based.,Analysis Methods,,
9874,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 4/98
==========================================================================================
1. Analysis Methods -- 1/10
------------------------------------------------------------------------------------------
We use two categories of explainability approaches in our work: Weight-based and Norm-based.",3170940,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"To cover sentiment detection tasks we use SST2 (Socher et al., 2013), MNLI (Williams et al., 2018) for Natural Language Inference and Hatexplain (Mathew et al., 2021) in hate speech detection.",Datasets,The Weight-based approaches employed in our experiments are as follows: • W : The raw attention maps averaged across all heads (See A ℓ in §2). ,Analysis Methods,,
9875,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 5/98
==========================================================================================
1. Analysis Methods -- 2/10
------------------------------------------------------------------------------------------
The Weight-based approaches employed in our experiments are as follows: • W : The raw attention maps averaged across all heads (See A ℓ in §2). ",3170941,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,We use two categories of explainability approaches in our work: Weight-based and Norm-based.,Analysis Methods,• W FIXEDRES :,Analysis Methods,,
9876,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 6/98
==========================================================================================
1. Analysis Methods -- 3/10
------------------------------------------------------------------------------------------
• W FIXEDRES :",3170942,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,The Weight-based approaches employed in our experiments are as follows: • W : The raw attention maps averaged across all heads (See A ℓ in §2). ,Analysis Methods,Abnar and Zuidema's assumption; add an identity matrix as a fixed residual to A ℓ (see Âℓ in Eq. 13). ,Analysis Methods,,
9877,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 7/98
==========================================================================================
1. Analysis Methods -- 4/10
------------------------------------------------------------------------------------------
Abnar and Zuidema's assumption; add an identity matrix as a fixed residual to A ℓ (see Âℓ in Eq. 13). ",3170943,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,• W FIXEDRES :,Analysis Methods,"• W RES : The corrected version of W in which accurate residuals are added based on the context-mixing ratios of N ENC : ri = n j=1,j̸ =i xi←j n j=1,j̸ =i xi←j +",Analysis Methods,,
9878,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 8/98
==========================================================================================
1. Analysis Methods -- 5/10
------------------------------------------------------------------------------------------
• W RES : The corrected version of W in which accurate residuals are added based on the context-mixing ratios of N ENC : ri = n j=1,j̸ =i xi←j n j=1,j̸ =i xi←j +",3170944,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,Abnar and Zuidema's assumption; add an identity matrix as a fixed residual to A ℓ (see Âℓ in Eq. 13). ,Analysis Methods,"In order to enforce W RES to have a contextmixing ratio equal to ri , it is essential to zero-out the diagonal elements (the tokens' attentions to themselves) of Āℓ and renormalize it: A ′ ℓ = (I − diag Āℓ ) −1 ( Āℓ − diag Āℓ )",Analysis Methods,,
9879,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 9/98
==========================================================================================
1. Analysis Methods -- 6/10
------------------------------------------------------------------------------------------
In order to enforce W RES to have a contextmixing ratio equal to ri , it is essential to zero-out the diagonal elements (the tokens' attentions to themselves) of Āℓ and renormalize it: A ′ ℓ = (I − diag Āℓ ) −1 ( Āℓ − diag Āℓ )",3170945,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"• W RES : The corrected version of W in which accurate residuals are added based on the context-mixing ratios of N ENC : ri = n j=1,j̸ =i xi←j n j=1,j̸ =i xi←j +",Analysis Methods,"I The Norm-based analysis methods, namely N , N RES and N RESLN were discussed in detail in §2. ",Analysis Methods,,
9880,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 10/98
==========================================================================================
1. Analysis Methods -- 7/10
------------------------------------------------------------------------------------------
I The Norm-based analysis methods, namely N , N RES and N RESLN were discussed in detail in §2. ",3170946,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"In order to enforce W RES to have a contextmixing ratio equal to ri , it is essential to zero-out the diagonal elements (the tokens' attentions to themselves) of Āℓ and renormalize it: A ′ ℓ = (I − diag Āℓ ) −1 ( Āℓ − diag Āℓ )",Analysis Methods,Our proposed norm-based method N ENC was explained in §3.,Analysis Methods,,
9881,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 11/98
==========================================================================================
1. Analysis Methods -- 8/10
------------------------------------------------------------------------------------------
Our proposed norm-based method N ENC was explained in §3.",3170947,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"I The Norm-based analysis methods, namely N , N RES and N RESLN were discussed in detail in §2. ",Analysis Methods,"For an ablation study, we introduce N FIXEDRES which is N , corrected with a fixed residual similar to W FIXEDRES 5 . ",Analysis Methods,,
9882,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 12/98
==========================================================================================
1. Analysis Methods -- 9/10
------------------------------------------------------------------------------------------
For an ablation study, we introduce N FIXEDRES which is N , corrected with a fixed residual similar to W FIXEDRES 5 . ",3170948,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,Our proposed norm-based method N ENC was explained in §3.,Analysis Methods,"I In §4.5, we will demonstrate our comparative studies between the aforementioned methods and GlobEnc.",Analysis Methods,,
9883,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 13/98
==========================================================================================
1. Analysis Methods -- 10/10
------------------------------------------------------------------------------------------
I In §4.5, we will demonstrate our comparative studies between the aforementioned methods and GlobEnc.",3170949,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"For an ablation study, we introduce N FIXEDRES which is N , corrected with a fixed residual similar to W FIXEDRES 5 . ",Analysis Methods,"Gradient-based methods are widely used as alternatives for attention-based counterparts for quantifying the importance of a specific input feature in making the right prediction (Li et al., 2016;Atanasova et al., 2020).",Gradient-based Methods for Faithfulness Analysis,,
9884,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 14/98
==========================================================================================
2. Gradient-based Methods for Faithfulness Analysis -- 1/2
------------------------------------------------------------------------------------------
Gradient-based methods are widely used as alternatives for attention-based counterparts for quantifying the importance of a specific input feature in making the right prediction (Li et al., 2016;Atanasova et al., 2020).",3170950,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"I In §4.5, we will demonstrate our comparative studies between the aforementioned methods and GlobEnc.",Analysis Methods,"In this section we discuss the specific gradient-based methods we use, namely saliency, HTA, and our adjusted HTA.",Gradient-based Methods for Faithfulness Analysis,,
9885,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 15/98
==========================================================================================
2. Gradient-based Methods for Faithfulness Analysis -- 2/2
------------------------------------------------------------------------------------------
In this section we discuss the specific gradient-based methods we use, namely saliency, HTA, and our adjusted HTA.",3170951,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"Gradient-based methods are widely used as alternatives for attention-based counterparts for quantifying the importance of a specific input feature in making the right prediction (Li et al., 2016;Atanasova et al., 2020).",Gradient-based Methods for Faithfulness Analysis,Gradient-based saliency is based on the gradient of the output (y c ) w.r.t.,Saliency,,
9886,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 16/98
==========================================================================================
3. Saliency -- 1/7
------------------------------------------------------------------------------------------
Gradient-based saliency is based on the gradient of the output (y c ) w.r.t.",3170952,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"In this section we discuss the specific gradient-based methods we use, namely saliency, HTA, and our adjusted HTA.",Gradient-based Methods for Faithfulness Analysis,the input embeddings (e 0 i ).,Saliency,,
9887,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 17/98
==========================================================================================
3. Saliency -- 2/7
------------------------------------------------------------------------------------------
the input embeddings (e 0 i ).",3170953,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,Gradient-based saliency is based on the gradient of the output (y c ) w.r.t.,Saliency,"One of the most accurate variations of the saliency family is the gradient×input method (Kindermans et al., 2016) where the input embeddings is multiplied by the gradients.",Saliency,,
9888,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 18/98
==========================================================================================
3. Saliency -- 3/7
------------------------------------------------------------------------------------------
One of the most accurate variations of the saliency family is the gradient×input method (Kindermans et al., 2016) where the input embeddings is multiplied by the gradients.",3170954,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,the input embeddings (e 0 i ).,Saliency,"Thus, the contribution score of input token i is determined by first computing the element-wise product of the input embeddings (e 0 i ) and the gradients of the true class output score (y c ) w.r.t.",Saliency,,
9889,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 19/98
==========================================================================================
3. Saliency -- 4/7
------------------------------------------------------------------------------------------
Thus, the contribution score of input token i is determined by first computing the element-wise product of the input embeddings (e 0 i ) and the gradients of the true class output score (y c ) w.r.t.",3170955,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"One of the most accurate variations of the saliency family is the gradient×input method (Kindermans et al., 2016) where the input embeddings is multiplied by the gradients.",Saliency,the input embeddings.,Saliency,,
9890,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 20/98
==========================================================================================
3. Saliency -- 5/7
------------------------------------------------------------------------------------------
the input embeddings.",3170956,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"Thus, the contribution score of input token i is determined by first computing the element-wise product of the input embeddings (e 0 i ) and the gradients of the true class output score (y c ) w.r.t.",Saliency,"Then, the L2 norm of the scaled gradients is computed to derive the final score: ",Saliency,,
9891,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 21/98
==========================================================================================
3. Saliency -- 6/7
------------------------------------------------------------------------------------------
Then, the L2 norm of the scaled gradients is computed to derive the final score: ",3170957,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,the input embeddings.,Saliency,Saliency i = ∂y c ∂e 0,Saliency,,
9892,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 22/98
==========================================================================================
3. Saliency -- 7/7
------------------------------------------------------------------------------------------
Saliency i = ∂y c ∂e 0",3170958,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"Then, the L2 norm of the scaled gradients is computed to derive the final score: ",Saliency,"To determine an upper bound on the information mixing within each layer, we use a modified version of Hidden Token Attribution (Brunner et al., 2020, HTA).",HTA x Inputs,,
9893,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 23/98
==========================================================================================
4. HTA x Inputs -- 1/6
------------------------------------------------------------------------------------------
To determine an upper bound on the information mixing within each layer, we use a modified version of Hidden Token Attribution (Brunner et al., 2020, HTA).",3170959,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,Saliency i = ∂y c ∂e 0,Saliency,"In the original version, HTA is the sensitivity between any two vectors in the model's computational graph.",HTA x Inputs,,
9894,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 24/98
==========================================================================================
4. HTA x Inputs -- 2/6
------------------------------------------------------------------------------------------
In the original version, HTA is the sensitivity between any two vectors in the model's computational graph.",3170960,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"To determine an upper bound on the information mixing within each layer, we use a modified version of Hidden Token Attribution (Brunner et al., 2020, HTA).",HTA x Inputs,"However, inspired by the gradient×input method (Kindermans et al., 2016), which has shown more faithful results (Atanasova et al., 2020;Wu and Ong, 2021), we multiply the input vectors by the gradients and then apply a Frobenius norm.",HTA x Inputs,,
9895,"{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers
==========================================================================================
5. Experiments -- 25/98
==========================================================================================
4. HTA x Inputs -- 3/6
------------------------------------------------------------------------------------------
However, inspired by the gradient×input method (Kindermans et al., 2016), which has shown more faithful results (Atanasova et al., 2020;Wu and Ong, 2021), we multiply the input vectors by the gradients and then apply a Frobenius norm.",3170961,{G}lob{E}nc: Quantifying Global Token Attribution by Incorporating the Whole Encoder Layer in Transformers,"0. abstract
1. Introduction
2. 2021
3. Background
4. Methodology
5. Experiments
6. Related Work
7. Conclusions
",2022,"In the original version, HTA is the sensitivity between any two vectors in the model's computational graph.",HTA x Inputs,We compute the attribution from hidden embedding j (e ℓ−1 j ) to hidden embedding i (e ℓ i ) in layer ℓ as: c ℓ i←j = ∂e ℓ i ∂e ℓ−1 j ⊙ e ℓ−1 j F Computing HTA-based attribution matrices is an extremely computation-intensive task (especially for long texts) due to the high dimensionality of hidden embeddings.,HTA x Inputs,,
